"Category","Path","LineNumber","Line"
"乱码注释/文本","Code\03_Common\PID\pid_multi.c","238","// 姝ラ3锛氭牴鎹覆绾у紑鍏冲喅瀹氭槸鍚︽墽琛屽鐜€?        if (multi->cascade_enable != 0U)"
"乱码注释/文本","Code\03_Common\PID\pid_multi.c","240","// 姝ラ3.1锛氳繍琛屽鐜紝寰楀埌鍐呯幆鐩爣鍘熷鍊笺€?            outer_output = run_single_loop(multi->outer_algo,"
"乱码注释/文本","Code\03_Common\PID\pid_multi.c","246","// 姝ラ3.2锛氬鍐呯幆鐩爣杩涜闄愬箙锛屼繚鎶ゅ唴鐜€?            multi->inner_target = clamp_float(outer_output, multi->inner_target_min, multi->inner_target_max);"
"乱码注释/文本","Code\03_Common\PID\pid_multi.c","250","// 姝ラ4锛氶潪涓茬骇妯″紡涓嬶紝绯荤粺鐩爣鐩存帴浣滀负鍐呯幆鐩爣銆?            multi->inner_target = clamp_float(multi->target, multi->inner_target_min, multi->inner_target_max);"
"乱码注释/文本","Code\03_Common\PID\pid_multi.c","253","// 姝ラ5锛氳繍琛屽唴鐜紝寰楀埌鏈€缁堟帶鍒惰緭鍑恒€?        final_output = run_single_loop(multi->inner_algo,"
"乱码注释/文本","Code\03_Common\PID\pid_multi.c","259","// 姝ラ6锛氫繚瀛樺苟杩斿洖鏈€缁堣緭鍑恒€?        multi->output = final_output;"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","3","* @brief   澶氱幆锛堜覆绾э級PID 閫氱敤灏佽鎺ュ彛瀹氫箟"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","5","* 1. 鏂囦欢浣滅敤锛氬畾涔夊鐜?鍐呯幆鍙厤缃殑澶氱幆 PID 缁撴瀯浣撲笌鎺у埗鎺ュ彛銆? * 2. 涓婁笅灞傜粦瀹氾細涓婂眰璋冪敤鏈帴鍙ｆ墽琛屼覆绾ф垨鍗曠幆鎺у埗锛涙湰灞備緷璧?`pid_pos` 涓?`pid_inc` 涓ょ被 PID 瀹炵幇銆? */"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","15","* @brief PID 绠楁硶绫诲瀷鏋氫妇銆? */"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","18","PID_ALGO_POSITION = 0, // 鍙橀噺锛氫綅缃紡 PID"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","19","PID_ALGO_INCREMENT      // 鍙橀噺锛氬閲忓紡 PID"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","23","* @brief 澶氱幆 PID 瀵硅薄缁撴瀯浣撱€? */"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","26","pid_algo_e outer_algo; // 鍙橀噺锛氬鐜畻娉曢€夋嫨"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","27","pid_algo_e inner_algo; // 鍙橀噺锛氬唴鐜畻娉曢€夋嫨"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","28","uint8_t cascade_enable; // 鍙橀噺锛氫覆绾т娇鑳斤紝1=澶栫幆->鍐呯幆锛?=鐩存帴鍗曠幆"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","30","float target; // 鍙橀噺锛氱郴缁熸€荤洰鏍囷紙澶栭儴杈撳叆锛?    float outer_feedback; // 鍙橀噺锛氬鐜弽棣堥噺锛堝浣嶇疆锛?    float inner_feedback; // 鍙橀噺锛氬唴鐜弽棣堥噺锛堝閫熷害锛?"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","31","float inner_target; // 鍙橀噺锛氱敱澶栫幆璁＄畻寰楀埌鐨勫唴鐜洰鏍?    float inner_target_max; // 鍙橀噺锛氬唴鐜洰鏍囦笂闄?    float inner_target_min; // 鍙橀噺锛氬唴鐜洰鏍囦笅闄?"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","32","float output; // 鍙橀噺锛氭渶缁堟帶鍒惰緭鍑?"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","33","pid_pos_t outer_pos; // 鍙橀噺锛氬鐜綅缃紡 PID 瀵硅薄"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","34","pid_inc_t outer_inc; // 鍙橀噺锛氬鐜閲忓紡 PID 瀵硅薄"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","35","pid_pos_t inner_pos; // 鍙橀噺锛氬唴鐜綅缃紡 PID 瀵硅薄"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","36","pid_inc_t inner_inc; // 鍙橀噺锛氬唴鐜閲忓紡 PID 瀵硅薄"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","40","* @brief 鍒濆鍖栧鐜?PID 瀵硅薄銆? * @param multi 澶氱幆 PID 瀵硅薄鎸囬拡銆? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","44","* @brief 澶嶄綅澶氱幆 PID 杩愯鐘舵€侊紙涓嶆敼鍙傛暟涓庨檺骞咃級銆? * @param multi 澶氱幆 PID 瀵硅薄鎸囬拡銆? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","48","* @brief 璁剧疆涓茬骇浣胯兘鐘舵€併€? * @param multi 澶氱幆 PID 瀵硅薄鎸囬拡銆? * @param enable 1=寮€鍚覆绾э紝0=鍏抽棴涓茬骇銆? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","52","* @brief 璁剧疆澶栫幆绠楁硶绫诲瀷銆? * @param multi 澶氱幆 PID 瀵硅薄鎸囬拡銆? * @param algo 澶栫幆绠楁硶绫诲瀷銆? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","56","* @brief 璁剧疆鍐呯幆绠楁硶绫诲瀷銆? * @param multi 澶氱幆 PID 瀵硅薄鎸囬拡銆? * @param algo 鍐呯幆绠楁硶绫诲瀷銆? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","60","* @brief 璁剧疆绯荤粺鎬荤洰鏍囧€笺€? * @param multi 澶氱幆 PID 瀵硅薄鎸囬拡銆? * @param target 鎬荤洰鏍囧€笺€? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","64","* @brief 璁剧疆鍐呯幆鐩爣闄愬箙鑼冨洿銆? * @param multi 澶氱幆 PID 瀵硅薄鎸囬拡銆? * @param target_min 鍐呯幆鐩爣涓嬮檺銆? * @param target_max 鍐呯幆鐩爣涓婇檺銆? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_multi.h","68","* @brief 鎵ц涓€娆″鐜?PID 璁＄畻銆? * @param multi 澶氱幆 PID 瀵硅薄鎸囬拡銆? * @param outer_feedback 澶栫幆鍙嶉鍊笺€? * @param inner_feedback 鍐呯幆鍙嶉鍊笺€? * @return float 鏈€缁堟帶鍒惰緭鍑哄€笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","3","* @brief   浣嶇疆寮?PID 鎺у埗鍣ㄥ疄鐜? * @details"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","4","* 1. 鏂囦欢浣滅敤锛氬疄鐜颁綅缃紡 PID 鐨勫垵濮嬪寲銆侀檺骞呰缃€佸崟娆¤绠楀拰鐘舵€佸浣嶃€? * 2. 涓婁笅灞傜粦瀹氾細涓婂眰涓氬姟璋冪敤鏈枃浠舵帴鍙ｈ幏寰楁帶鍒惰緭鍑猴紝鏈枃浠朵緷璧?`pid_pos.h` 涓粨鏋勫畾涔夈€? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","9","* @brief 娴偣闄愬箙宸ュ叿鍑芥暟锛屽皢 value 绾︽潫鍒?[min, max] 鍖洪棿銆? * @param value 杈撳叆鍊笺€? * @param min 涓嬮檺鍊笺€? * @param max 涓婇檺鍊笺€? * @return float 闄愬箙鍚庣殑缁撴灉銆? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","12","float result = value; // 鍙橀噺锛氶粯璁よ緭鍑轰负鍘熷杈撳叆鍊?"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","13","// 姝ラ1锛氭墽琛屼笅闄愪繚鎶ゃ€?    if (result < min)"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","18","// 姝ラ2锛氭墽琛屼笂闄愪繚鎶ゃ€?    if (result > max)"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","23","// 姝ラ3锛氳繑鍥為檺骞呯粨鏋溿€?    return result;"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","27","* @brief 鍒濆鍖栦綅缃紡 PID 鍙傛暟涓庨檺骞呫€? * @param pid PID 瀵硅薄鎸囬拡銆? * @param kp 姣斾緥绯绘暟銆? * @param ki 绉垎绯绘暟銆? * @param kd 寰垎绯绘暟銆? * @param out_max 杈撳嚭涓婇檺锛堝嚱鏁板唴閮ㄤ細杞负姝ｅ€煎苟鐢熸垚瀵圭О涓嬮檺锛夈€? * @param integral_max 绉垎涓婇檺锛堝嚱鏁板唴閮ㄤ細杞负姝ｅ€煎苟鐢熸垚瀵圭О涓嬮檺锛夈€? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","30","// 姝ラ1锛氱┖鎸囬拡淇濇姢銆?    if (pid != NULL)"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","32","// 姝ラ2锛氳嫢涓婇檺浼犲叆璐熷€硷紝杞垚姝ｄ笂闄愩€?        if (out_max < 0.0f)"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","37","// 姝ラ3锛氳嫢绉垎涓婇檺浼犲叆璐熷€硷紝杞垚姝ｄ笂闄愩€?        if (integral_max < 0.0f)"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","42","// 姝ラ4锛氬啓鍏ユ牳蹇?PID 鍙傛暟銆?        pid->kp = kp;"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","46","// 姝ラ5锛氳缃粯璁ゅ绉伴檺骞呰寖鍥淬€?        pid->out_max = out_max;"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","51","// 姝ラ6锛氭竻绌鸿繍琛岀姸鎬侊紝閬垮厤鑴忔暟鎹奖鍝嶉娆¤緭鍑恒€?        PID_Pos_Reset(pid);"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","56","* @brief 鐢ㄩ厤缃枃浠堕粯璁ゅ弬鏁板垵濮嬪寲浣嶇疆寮?PID銆? * @param pid PID 瀵硅薄鎸囬拡銆? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","59","// 姝ラ1锛氫娇鐢?`pid_config.h` 涓殑鍙傛暟鍒濆鍖?PID銆?    PID_Pos_Init(pid,"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","66","// 姝ラ2锛氬啓鍏ラ粯璁ょ洰鏍囧€笺€?    PID_Pos_SetTarget(pid, (float)MOTOR_TARGET_SPEED);"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","70","* @brief 璁剧疆 PID 鐩爣鍊笺€? * @param pid PID 瀵硅薄鎸囬拡銆? * @param target 鐩爣璁惧畾鍊笺€? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","73","// 姝ラ1锛氱┖鎸囬拡淇濇姢銆?    if (pid != NULL)"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","80","* @brief 璁剧疆 PID 杈撳嚭闄愬箙鑼冨洿銆? * @param pid PID 瀵硅薄鎸囬拡銆? * @param out_min 杈撳嚭涓嬮檺銆? * @param out_max 杈撳嚭涓婇檺銆? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","83","float temp; // 鍙橀噺锛氫氦鎹笂涓嬮檺鏃朵娇鐢ㄧ殑涓存椂鍙橀噺"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","85","// 姝ラ1锛氱┖鎸囬拡淇濇姢銆?    if (pid != NULL)"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","87","// 姝ラ2锛氳嫢杈撳叆娆″簭鍙嶄簡锛屼氦鎹笂涓嬮檺銆?        if (out_min > out_max)"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","94","// 姝ラ3锛氫繚瀛樻柊闄愬箙骞剁珛鍗宠鍓綋鍓嶈緭鍑猴紝閬垮厤娈嬬暀瓒婄晫鍊笺€?        pid->out_min = out_min;"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","101","* @brief 璁剧疆 PID 绉垎闄愬箙鑼冨洿銆? * @param pid PID 瀵硅薄鎸囬拡銆? * @param integral_min 绉垎涓嬮檺銆? * @param integral_max 绉垎涓婇檺銆? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","104","float temp; // 鍙橀噺锛氫氦鎹笂涓嬮檺鏃朵娇鐢ㄧ殑涓存椂鍙橀噺"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","106","// 姝ラ1锛氱┖鎸囬拡淇濇姢銆?    if (pid != NULL)"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","108","// 姝ラ2锛氳嫢杈撳叆娆″簭鍙嶄簡锛屼氦鎹笂涓嬮檺銆?        if (integral_min > integral_max)"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","115","// 姝ラ3锛氫繚瀛樻柊绉垎闄愬箙骞剁珛鍗宠鍓綋鍓嶇Н鍒嗛」銆?        pid->integral_min = integral_min;"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","122","* @brief 鎵ц涓€娆′綅缃紡 PID 璁＄畻銆? * @param pid PID 瀵硅薄鎸囬拡銆? * @param measure 褰撳墠娴嬮噺鍊笺€? * @return float 闄愬箙鍚庣殑鎺у埗杈撳嚭鍊笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","125","float output = 0.0f; // 鍙橀噺锛氶粯璁よ繑鍥炲€硷紝淇濊瘉寮傚父璺緞鍙帶"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","127","// 姝ラ1锛氱┖鎸囬拡淇濇姢銆?    if (pid != NULL)"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","129","// 姝ラ2锛氭洿鏂版祴閲忓€煎苟璁＄畻褰撳墠璇樊 e(k)銆?        pid->measure = measure;"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","132","// 姝ラ3锛氭洿鏂扮Н鍒嗛」骞舵墽琛岀Н鍒嗛檺骞呫€?        pid->integral += pid->error;"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","135","// 姝ラ4锛氳绠?P/I/D 涓夐」鍒嗛噺銆?        pid->p_term = pid->kp * pid->error;"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","139","// 姝ラ5锛氬悎鎴愯緭鍑哄苟鎵ц杈撳嚭闄愬箙銆?        output = pid->p_term + pid->i_term + pid->d_term;"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","142","// 姝ラ6锛氭洿鏂扮姸鎬侊紝渚涗笅涓帶鍒跺懆鏈熶娇鐢ㄣ€?        pid->output = output;"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","146","// 姝ラ7锛氳繑鍥炴湰娆℃帶鍒惰緭鍑恒€?    return output;"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","150","* @brief 澶嶄綅 PID 鍐呴儴鐘舵€併€? * @param pid PID 瀵硅薄鎸囬拡銆? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","153","// 姝ラ1锛氱┖鎸囬拡淇濇姢銆?    if (pid != NULL)"
"乱码注释/文本","Code\03_Common\PID\pid_pos.c","155","// 姝ラ2锛氭竻绌虹洰鏍囥€佽宸€佺Н鍒嗕笌杈撳嚭鐘舵€併€?        pid->target = 0.0f;"
"乱码注释/文本","Code\03_Common\PID\pid_pos.h","3","* @brief   浣嶇疆寮?PID 鎺у埗鍣ㄦ帴鍙ｅ畾涔? * @details"
"乱码注释/文本","Code\03_Common\PID\pid_pos.h","4","* 1. 鏂囦欢浣滅敤锛氬畾涔変綅缃紡 PID 鐨勫弬鏁般€佺姸鎬佺粨鏋勪笌瀵瑰鎺у埗鎺ュ彛銆? * 2. 涓婁笅灞傜粦瀹氾細涓婂眰妯″潡璋冪敤鏈帴鍙ｈ绠楁帶鍒惰緭鍑猴紱鏈眰涓嶇洿鎺ユ搷浣滅‖浠讹紝浠呰緭鍑烘帶鍒堕噺鏁版嵁銆? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.h","12","* @brief 浣嶇疆寮?PID 榛樿杈撳嚭涓婇檺锛堣嫢鏈湪 pid_config.h 涓厤缃級銆? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.h","18","* @brief 浣嶇疆寮?PID 榛樿绉垎涓婇檺锛堣嫢鏈湪 pid_config.h 涓厤缃級銆? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.h","24","* @brief 浣嶇疆寮?PID 瀵硅薄缁撴瀯浣撱€? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.h","27","float kp; // 鍙橀噺锛氭瘮渚嬬郴鏁?    float ki; // 鍙橀噺锛氱Н鍒嗙郴鏁?    float kd; // 鍙橀噺锛氬井鍒嗙郴鏁?"
"乱码注释/文本","Code\03_Common\PID\pid_pos.h","28","float target; // 鍙橀噺锛氱洰鏍囧€?    float measure; // 鍙橀噺锛氬綋鍓嶆祴閲忓€?    float error; // 鍙橀噺锛氬綋鍓嶈宸?e(k)"
"乱码注释/文本","Code\03_Common\PID\pid_pos.h","29","float last_error; // 鍙橀噺锛氫笂涓€鎷嶈宸?e(k-1)"
"乱码注释/文本","Code\03_Common\PID\pid_pos.h","31","float integral; // 鍙橀噺锛氳宸Н鍒?危e"
"乱码注释/文本","Code\03_Common\PID\pid_pos.h","33","float p_term; // 鍙橀噺锛氭瘮渚嬪垎閲忥紙渚夸簬璋冭瘯锛?    float i_term; // 鍙橀噺锛氱Н鍒嗗垎閲忥紙渚夸簬璋冭瘯锛?    float d_term; // 鍙橀噺锛氬井鍒嗗垎閲忥紙渚夸簬璋冭瘯锛?"
"乱码注释/文本","Code\03_Common\PID\pid_pos.h","34","float out_max; // 鍙橀噺锛氳緭鍑轰笂闄?    float out_min; // 鍙橀噺锛氳緭鍑轰笅闄?    float integral_max; // 鍙橀噺锛氱Н鍒嗕笂闄?    float integral_min; // 鍙橀噺锛氱Н鍒嗕笅闄?"
"乱码注释/文本","Code\03_Common\PID\pid_pos.h","35","float output; // 鍙橀噺锛氬綋鍓嶆帶鍒惰緭鍑?} pid_pos_t;"
"乱码注释/文本","Code\03_Common\PID\pid_pos.h","38","* @brief 鍒濆鍖栦綅缃紡 PID 鍙傛暟涓庣姸鎬併€? * @param pid PID 瀵硅薄鎸囬拡銆? * @param kp 姣斾緥绯绘暟銆? * @param ki 绉垎绯绘暟銆? * @param kd 寰垎绯绘暟銆? * @param out_max 杈撳嚭涓婇檺锛堜笅闄愰粯璁よ缃负 -out_max锛夈€? * @param integral_max 绉垎涓婇檺锛堜笅闄愰粯璁よ缃负 -integral_max锛夈€? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.h","42","* @brief 浣跨敤 pid_config.h 鍙傛暟鍒濆鍖栦綅缃紡 PID銆? * @param pid PID 瀵硅薄鎸囬拡銆? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.h","46","* @brief 璁剧疆 PID 鐩爣鍊笺€? * @param pid PID 瀵硅薄鎸囬拡銆? * @param target 鐩爣璁惧畾鍊笺€? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.h","50","* @brief 璁剧疆 PID 杈撳嚭涓婁笅闄愩€? * @param pid PID 瀵硅薄鎸囬拡銆? * @param out_min 杈撳嚭涓嬮檺銆? * @param out_max 杈撳嚭涓婇檺銆? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.h","54","* @brief 璁剧疆 PID 绉垎涓婁笅闄愩€? * @param pid PID 瀵硅薄鎸囬拡銆? * @param integral_min 绉垎涓嬮檺銆? * @param integral_max 绉垎涓婇檺銆? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.h","58","* @brief 鎵ц涓€娆′綅缃紡 PID 璁＄畻銆? * @param pid PID 瀵硅薄鎸囬拡銆? * @param measure 褰撳墠娴嬮噺鍊笺€? * @return float 闄愬箙鍚庣殑鎺у埗杈撳嚭銆? */"
"乱码注释/文本","Code\03_Common\PID\pid_pos.h","62","* @brief 澶嶄綅 PID 鍐呴儴璇樊銆佺Н鍒嗕笌杈撳嚭鐘舵€併€? * @param pid PID 瀵硅薄鎸囬拡銆? * @return void 鏃犺繑鍥炲€笺€? */"
"乱码注释/文本","Code\03_Common\Src\common_checksum.c","3","* @brief   閫氱敤鏍￠獙绠楁硶瀹炵幇"
"乱码注释/文本","Code\03_Common\Src\common_checksum.c","5","* 1. 鏂囦欢浣滅敤锛氭彁渚涘熀纭€ XOR 鏍￠獙璁＄畻鎺ュ彛銆? * 2. 涓婁笅灞傜粦瀹氾細涓婂眰妯″潡浼犲叆鍘熷鏁版嵁缂撳啿鍖猴紝鏈枃浠惰緭鍑烘牎楠屽€间緵閫氫俊鎴栧瓨鍌ㄦ牎楠屼娇鐢ㄣ€? */"
"乱码注释/文本","Code\03_Common\Src\common_checksum.c","10","* @brief  璁＄畻 8 浣?XOR 鏍￠獙鍊笺€? * @param  data 杈撳叆鏁版嵁棣栧湴鍧€銆? * @param  len  杈撳叆鏁版嵁闀垮害锛堝瓧鑺傦級銆? * @return uint8_t XOR 绱缁撴灉锛涘綋鍙傛暟鏃犳晥鏃惰繑鍥?0銆? */"
"乱码注释/文本","Code\03_Common\Src\common_checksum.c","13","uint8_t checksum = 0U; // 鍙橀噺锛氱疮璁?XOR 鏍￠獙鍊?"
"乱码注释/文本","Code\03_Common\Src\common_checksum.c","14","// 姝ラ1锛氬弬鏁版湁鏁堟椂閬嶅巻杈撳叆缂撳啿鍖哄苟閫愬瓧鑺傚紓鎴栥€?    if ((data != NULL) && (len > 0U))"
"乱码注释/文本","Code\03_Common\Src\common_checksum.c","16","for (uint16_t i = 0U; i < len; i++) // 鍙橀噺锛氬惊鐜储寮?        {"
"乱码注释/文本","Code\03_Common\Src\common_checksum.c","21","// 姝ラ2锛氳繑鍥炴渶缁堟牎楠岀粨鏋溿€?    return checksum;"
"乱码注释/文本","Code\03_Common\Src\common_str.c","3","* @brief   閫氱敤瀛楃涓茶浆鎹㈠伐鍏峰疄鐜? * @details"
"乱码注释/文本","Code\03_Common\Src\common_str.c","4","* 1. 鏂囦欢浣滅敤锛氭彁渚涙暣鏁?娴偣鍒板瓧绗︿覆鐨勮交閲忚浆鎹㈣兘鍔涳紝閫傞厤宓屽叆寮忔棤鏍囧噯搴撴牸寮忓寲鍦烘櫙銆? * 2. 涓婁笅灞傜粦瀹氾細涓婂眰浠诲姟/妯″潡浼犲叆鏁板€间笌缂撳啿鍖猴紝鏈枃浠惰緭鍑烘牸寮忓寲瀛楃涓蹭緵鏄剧ず鎴栦覆鍙ｅ彂閫佷娇鐢ㄣ€? */"
"乱码注释/文本","Code\03_Common\Src\common_str.c","8","* @brief 鏃犵鍙锋暣鏁拌浆瀛楃涓插唴閮ㄥ伐鍏峰嚱鏁般€? * @details"
"乱码注释/文本","Code\03_Common\Src\common_str.c","9","* 璇ュ嚱鏁板皢 `uint32_t` 杞负鍗佽繘鍒跺瓧绗︿覆锛屽苟杩斿洖瀹為檯鍐欏叆闀垮害銆? *"
"乱码注释/文本","Code\03_Common\Src\common_str.c","10","* @param val 寰呰浆鎹㈡棤绗﹀彿鏁存暟銆? * @param p_out 杈撳嚭缂撳啿鍖洪鍦板潃銆? * @param size 杈撳嚭缂撳啿鍖烘€婚暱搴︼紙瀛楄妭锛夈€? * @param p_len 杈撳嚭瀛楃涓查暱搴︼紙涓嶅惈缁堟绗︼級銆? * @return true 杞崲鎴愬姛銆? * @return false 鍙傛暟闈炴硶鎴栫紦鍐插尯涓嶈冻銆? */"
"乱码注释/文本","Code\03_Common\Src\common_str.c","13","bool result = false; // 鍙橀噺锛氳浆鎹㈢粨鏋滄爣蹇?    char tmp[10]; // 鍙橀噺锛氶€嗗簭鏆傚瓨鏁板瓧瀛楃锛坲int32_t 鏈€澶?10 浣嶏級"
"乱码注释/文本","Code\03_Common\Src\common_str.c","14","uint8_t i = 0U; // 鍙橀噺锛氶€嗗簭鍐欏叆绱㈠紩"
"乱码注释/文本","Code\03_Common\Src\common_str.c","15","uint8_t j = 0U; // 鍙橀噺锛氭搴忔嫹璐濈储寮?"
"乱码注释/文本","Code\03_Common\Src\common_str.c","16","// 姝ラ1锛氬弬鏁版牎楠岋紝杈撳嚭缂撳啿鍖恒€侀暱搴︽寚閽堜笌瀹归噺蹇呴』鏈夋晥銆?    if ((p_out != NULL) && (p_len != NULL) && (size > 0U))"
"乱码注释/文本","Code\03_Common\Src\common_str.c","18","// 姝ラ2锛氱壒鍒?0锛岄伩鍏嶅悗缁惊鐜笉鎵ц瀵艰嚧绌轰覆銆?        if (val == 0U)"
"乱码注释/文本","Code\03_Common\Src\common_str.c","30","// 姝ラ3锛氬厛鎸変綆浣嶅埌楂樹綅鎻愬彇鏁板瓧锛岄€嗗簭瀛樻斁鍒颁复鏃舵暟缁勩€?            while ((val > 0U) && (i < (uint8_t)sizeof(tmp)))"
"乱码注释/文本","Code\03_Common\Src\common_str.c","37","// 姝ラ4锛氭鏌ヨ緭鍑虹紦鍐插尯瀹归噺锛屽啀灏嗛€嗗簭瀛楃缈昏浆鍐欏洖銆?            if ((uint16_t)(i + 1U) <= size)"
"乱码注释/文本","Code\03_Common\Src\common_str.c","50","// 姝ラ5锛氳繑鍥炶浆鎹㈢粨鏋溿€?    return result;"
"乱码注释/文本","Code\03_Common\Src\common_str.c","54","* @brief 灏?`uint32_t` 杞崲涓哄崄杩涘埗瀛楃涓层€? * @param val 寰呰浆鎹㈡棤绗﹀彿鏁存暟銆? * @param p_out 杈撳嚭缂撳啿鍖恒€? * @param size 杈撳嚭缂撳啿鍖哄ぇ灏忥紙瀛楄妭锛夈€? * @return true 杞崲鎴愬姛锛沠alse 杞崲澶辫触銆? */"
"乱码注释/文本","Code\03_Common\Src\common_str.c","57","bool result = false; // 鍙橀噺锛氭帴鍙ｆ墽琛岀粨鏋?    uint16_t len = 0U; // 鍙橀噺锛氬疄闄呭瓧绗︿覆闀垮害"
"乱码注释/文本","Code\03_Common\Src\common_str.c","59","// 姝ラ1锛氬厛灏嗚緭鍑虹紦鍐插尯娓呯┖锛屽啀璋冪敤鍐呴儴杞崲宸ュ叿銆?    if (p_out != NULL)"
"乱码注释/文本","Code\03_Common\Src\common_str.c","65","// 姝ラ2锛氳繑鍥炶浆鎹㈢粨鏋溿€?    return result;"
"乱码注释/文本","Code\03_Common\Src\common_str.c","69","* @brief 灏?`int32_t` 杞崲涓哄崄杩涘埗瀛楃涓诧紙鏀寔璐熷彿锛夈€? * @param val 寰呰浆鎹㈡湁绗﹀彿鏁存暟銆? * @param p_out 杈撳嚭缂撳啿鍖恒€? * @param size 杈撳嚭缂撳啿鍖哄ぇ灏忥紙瀛楄妭锛夈€? * @return true 杞崲鎴愬姛锛沠alse 杞崲澶辫触銆? */"
